ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Revenue
4543,1980,Graduation,Married,82497,0,0,32,777,129,573,216,21,203,1,2,7,9,4,245
4927,1971,Graduation,Together,16626,2,0,76,8,3,22,21,1,13,3,3,0,3,9,30
10451,1965,Graduation,Together,29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,30
2926,1952,Master,Together,55951,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,264
2874,1988,2n Cycle,Divorced,35388,1,0,20,6,4,7,4,3,8,1,1,0,3,7,30
9738,1986,Master,Together,42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,30
7119,1982,Graduation,Single,68627,0,0,45,395,15,263,60,54,38,1,2,3,6,1,125
3924,1965,PhD,Divorced,57912,0,1,34,801,0,80,0,0,35,5,8,3,12,5,198
5827,1958,Graduation,Divorced,35246,1,1,53,36,0,12,2,2,10,4,3,1,3,5,30
5596,1956,2n Cycle,Together,58821,0,1,44,513,14,154,19,0,28,1,9,2,9,6,110
10812,1978,PhD,Married,46377,1,0,89,37,0,46,4,3,0,1,2,1,3,4,30
1717,1988,Graduation,Single,39747,1,0,43,80,15,93,20,13,52,3,5,1,4,8,30
9491,1984,Graduation,Together,23976,1,0,68,14,1,21,2,3,25,3,3,1,3,7,30
9274,1961,Master,Married,80950,0,0,44,525,147,112,219,147,63,1,6,7,9,2,173
6609,1966,Graduation,Widow,27038,0,0,64,1,26,25,17,23,15,1,3,0,3,9,30
6963,1947,Graduation,Single,77457,0,0,85,675,11,400,15,45,11,1,2,5,10,1,197
4440,1964,Master,Married,64100,0,1,93,509,0,27,0,0,10,1,8,3,6,7,142
1379,1992,Master,Together,42670,0,0,12,154,2,46,20,4,15,1,4,2,4,4,30
10032,1976,Graduation,Divorced,12571,1,0,86,3,5,14,2,12,17,4,3,1,3,6,30
2826,1967,Graduation,Married,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,30
2437,1989,Graduation,Married,51381.5,0,0,69,861,138,461,60,30,61,1,6,5,12,3,194
6320,1976,Master,Single,70893,0,0,42,768,44,561,77,44,14,1,6,6,10,3,234
3050,1966,Graduation,Married,54198,1,1,13,185,0,28,3,2,17,6,3,1,6,4,66
231,1956,Master,Together,28839,1,1,86,24,0,7,0,0,1,2,2,0,3,5,30
2392,1972,Graduation,Married,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,30
9478,1985,Graduation,Single,66503,1,0,30,91,64,128,65,3,50,2,4,3,6,3,30
113,1951,Graduation,Married,30833,1,1,33,11,0,7,3,1,6,2,1,0,3,5,30
2863,1970,Graduation,Single,51381.5,1,2,67,738,20,172,52,50,20,6,2,3,10,7,149
1802,1971,Graduation,Married,64795,0,1,23,412,5,119,38,29,77,3,3,3,12,2,109
520,1974,Graduation,Married,34421,1,0,81,3,3,7,6,2,9,1,1,0,2,7,30
8275,1965,PhD,Divorced,47025,1,1,6,16,0,3,0,0,1,1,1,0,2,7,30
9750,1961,PhD,Divorced,64325,0,1,41,731,60,353,78,12,73,5,10,3,5,7,230
2607,1953,Graduation,Single,40464,0,1,78,424,17,118,7,23,41,6,8,2,8,8,49
7214,1957,Graduation,Married,62187,0,0,49,792,0,275,45,45,126,1,4,8,5,3,173
5835,1976,PhD,Divorced,14849,1,0,39,21,2,28,3,2,9,3,2,0,4,8,30
3896,1984,Graduation,Married,27255,1,0,3,22,1,11,0,1,2,1,1,0,3,7,30
10350,1950,PhD,Married,54432,2,1,37,33,0,5,0,0,0,1,1,0,3,4,30
7786,1986,PhD,Single,29999,1,0,22,68,7,59,10,5,11,4,3,1,4,8,30
2861,1983,Graduation,Single,24072,1,0,79,9,1,6,3,0,4,1,1,0,2,8,30
663,1989,PhD,Single,33996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,30
10675,1956,PhD,Married,66334,0,1,82,909,11,218,0,0,23,2,9,3,5,5,243
2521,1971,Master,Married,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,30
9592,1983,Graduation,Together,22010,1,0,51,11,2,9,3,0,8,2,2,0,3,8,30
10151,1960,Graduation,Divorced,62204,0,2,38,317,46,247,151,46,139,1,4,5,12,3,76
7381,1968,Graduation,Divorced,75693,0,0,10,797,153,293,72,97,30,1,11,4,6,4,225
4099,1972,Graduation,Married,30675,1,0,14,10,2,16,11,2,21,1,1,0,3,8,30
9560,1965,Graduation,Together,83003,0,0,18,856,61,570,40,25,122,1,7,6,8,3,293
1150,1899,PhD,Together,83532,0,0,36,755,144,562,104,64,224,1,4,6,4,1,241
10172,1988,Graduation,Single,68655,0,0,95,456,19,832,75,118,38,1,4,5,11,3,109
11191,1986,Graduation,Divorced,41411,0,0,11,37,32,38,11,3,18,1,2,1,4,6,30
9707,1969,PhD,Married,55212,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,249
6245,1950,PhD,Together,59292,0,1,71,378,14,68,19,14,14,2,3,5,8,3,80
8234,1973,Basic,Together,27190,1,0,13,1,6,7,0,1,3,1,1,0,2,8,30
1411,1952,Graduation,Divorced,82623,0,0,58,204,34,204,172,153,173,1,2,9,4,1,72
8553,1965,Graduation,Married,44300,1,1,65,30,0,9,0,0,3,2,1,0,3,6,30
1826,1970,Graduation,Divorced,84835,0,0,0,189,104,379,111,189,218,1,4,4,6,1,36
8842,1971,Graduation,Widow,30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,30
11030,1976,Master,Married,33181,1,0,90,9,0,3,0,0,4,1,1,0,2,6,30
2579,1957,Graduation,Married,71113,0,1,95,495,33,255,11,33,8,4,6,7,9,4,147
175,1986,Graduation,Married,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,218
9185,1966,PhD,Single,69759,0,0,38,452,20,514,13,30,0,3,4,6,5,3,143
11056,1974,Graduation,Married,72099,0,0,18,546,91,410,119,0,22,1,3,4,10,1,154
9365,1976,PhD,Single,60000,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,251
6201,1978,Graduation,Single,38643,1,1,45,22,2,14,0,1,10,2,2,0,3,7,30
2061,1955,Graduation,Married,50737,0,1,61,78,0,11,0,0,10,1,2,0,4,6,30
6184,1969,PhD,Married,68462,0,0,6,561,64,785,84,128,48,1,3,3,8,1,148
6142,1943,Master,Married,65073,0,0,65,629,17,177,69,0,8,1,5,3,5,2,170
4107,1948,PhD,Together,46681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,34
7274,1957,Graduation,Married,78618,0,0,87,736,163,818,212,163,61,1,4,7,10,2,242
9336,1969,PhD,Widow,62187,0,1,38,512,0,83,0,0,41,3,6,2,10,4,158
2958,1978,Graduation,Married,28442,2,0,53,19,3,10,11,8,6,3,2,1,4,4,30
933,1978,PhD,Married,37717,1,0,31,9,0,6,4,1,5,1,1,0,2,9,30
5837,1967,Graduation,Married,51479,1,1,67,247,8,160,6,8,65,7,6,3,6,7,65
10704,1969,Graduation,Single,54803,0,1,65,404,0,92,28,27,142,2,6,2,9,4,81
5125,1960,Graduation,Married,79530,0,0,64,333,0,815,129,42,29,1,4,10,11,2,111
4432,1976,Graduation,Divorced,31615,1,0,82,2,3,20,6,11,9,2,2,0,3,7,30
5955,1962,Graduation,Together,72025,0,0,27,833,33,549,151,133,233,1,4,3,8,3,242
2928,1975,PhD,Single,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,151
5680,1984,2n Cycle,Married,35684,1,0,66,10,4,7,0,6,3,1,1,0,3,6,30
10313,1975,Graduation,Married,48178,1,1,69,159,4,45,6,2,38,6,5,1,4,8,41
2557,1970,Master,Single,29548,1,0,52,7,1,6,3,1,11,1,1,1,2,4,30
1245,1966,Graduation,Single,63810,0,1,45,977,12,253,16,12,101,4,4,3,12,8,269
1519,1972,PhD,Single,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,49
10703,1975,Master,Single,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,30
1726,1970,Graduation,Single,22585,0,0,23,3,9,15,13,2,39,1,1,1,2,9,30
4459,1989,Graduation,Single,30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,30
1729,1961,PhD,Together,66426,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,321
1517,1969,Graduation,Single,30822,1,0,92,3,9,13,2,12,12,1,1,0,3,7,30
2098,1969,PhD,Married,33581,2,0,38,11,0,5,0,0,1,1,1,0,2,8,30
9543,1985,Graduation,Married,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,30
6878,1954,Graduation,Widow,27421,0,0,14,43,12,96,78,40,55,3,4,1,6,7,38
3310,1973,2n Cycle,Married,35688,2,1,94,73,3,90,12,1,32,7,4,1,4,8,30
2724,1981,Master,Single,36143,1,0,33,12,0,1,0,0,6,1,0,1,2,3,30
948,1971,Graduation,Single,10245,1,0,32,4,7,7,6,4,13,3,1,2,2,5,30
6720,1968,Master,Together,43795,0,1,11,314,11,53,4,3,107,3,7,3,4,7,62
6202,1960,Graduation,Together,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,182
2066,1949,Graduation,Together,38823,0,1,56,70,0,11,2,8,23,1,2,1,3,6,30
9799,1968,PhD,Divorced,83664,1,1,57,866,21,151,28,21,86,3,2,2,12,5,278
8318,1979,Graduation,Together,90300,0,0,7,594,134,786,33,134,57,0,5,6,8,1,197
5642,1979,Master,Together,62499,1,0,0,140,4,61,0,13,4,2,3,1,6,4,45
2669,1993,Graduation,Single,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,85
455,1946,PhD,Married,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,58
7683,1968,Master,Married,70777,0,1,80,554,35,113,0,7,78,3,5,3,12,3,181
3428,1991,PhD,Together,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,243
7414,1971,Graduation,Married,43824,1,1,18,96,1,42,12,3,32,4,3,1,4,8,30
6354,1984,Graduation,Together,15345,1,0,51,5,2,16,3,2,19,2,1,1,2,8,30
798,1987,Graduation,Single,23442,1,0,71,2,0,6,8,6,5,1,1,0,3,7,30
8213,1980,2n Cycle,Together,14515,1,0,71,6,4,9,6,36,35,4,2,2,3,7,30
2488,1956,2n Cycle,Divorced,31395,1,1,80,23,1,25,0,8,7,4,2,1,3,6,30
9999,1965,Graduation,Together,75276,0,0,2,610,105,125,137,42,21,1,9,4,9,5,172
7617,1974,Graduation,Single,42373,1,1,83,67,5,61,3,8,19,5,2,1,5,5,30
615,1960,Graduation,Together,30507,0,0,29,65,36,74,38,20,110,1,5,1,4,7,30
2552,1955,PhD,Single,55521,1,2,11,416,0,26,0,0,4,9,6,3,6,7,84
194,1965,Graduation,Married,48006,1,1,55,23,0,11,3,2,2,1,1,0,3,6,30
3645,1972,PhD,Single,27213,1,0,19,19,3,26,10,9,3,3,2,0,4,8,30
8890,1971,PhD,Divorced,65808,1,1,1,155,7,80,13,7,10,3,5,1,5,6,38
5049,1974,PhD,Together,30351,1,0,19,14,0,24,3,3,2,1,3,0,2,9,30
9973,1963,Graduation,Married,50437,0,2,28,370,9,92,6,9,4,3,7,1,8,7,85
7301,1982,2n Cycle,Single,23616,1,0,76,4,22,11,3,7,32,2,3,0,3,8,30
10882,1976,Graduation,Married,53858,0,1,50,407,53,221,58,150,26,4,4,3,6,4,65
7030,1955,PhD,Married,66465,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,289
7422,1987,Graduation,Single,46923,1,0,90,85,44,54,102,78,6,3,5,1,7,7,42
3523,1962,Graduation,Together,75072,0,1,83,583,34,309,0,22,125,2,5,4,8,3,182
7106,1943,PhD,Married,75865,0,0,73,483,0,591,156,0,12,1,3,5,10,1,132
6504,1975,2n Cycle,Together,19789,1,0,24,2,5,9,28,6,28,3,2,1,3,5,31
5067,1994,Graduation,Together,80134,0,0,11,966,26,282,52,26,26,1,2,7,11,5,312
4216,1981,Graduation,Single,91065,0,0,33,822,114,108,179,137,114,1,7,9,9,3,323
8581,1971,Master,Married,49505,1,1,4,604,0,100,19,0,28,9,10,2,8,8,121
5929,1973,PhD,Married,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,44
3129,1983,Graduation,Married,30096,1,0,30,5,3,11,12,5,9,1,2,0,3,6,36
6528,1982,Master,Together,18492,1,0,75,2,2,2,2,1,1,1,1,0,2,8,30
1361,1974,Master,Married,82584,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,375
6932,1941,PhD,Married,93027,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,491
7284,1953,Graduation,Married,48686,1,2,8,10,0,7,2,0,1,1,1,0,2,8,30
1340,1986,Graduation,Married,92910,0,0,42,551,137,792,179,103,33,1,6,7,13,1,186
8746,1989,Graduation,Married,75433,1,0,28,800,0,297,0,34,57,2,2,5,10,6,255
5987,1989,2n Cycle,Together,10404,1,0,52,2,2,11,10,6,12,2,1,0,4,5,30
3767,1968,Graduation,Married,61314,0,1,1,378,0,189,97,172,172,2,5,5,12,3,58
3725,1961,PhD,Single,84865,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,400
4324,1989,Graduation,Married,42387,1,0,42,235,0,235,19,4,191,5,8,1,7,8,30
238,1967,2n Cycle,Together,67309,1,1,76,515,47,181,149,95,95,15,9,6,9,7,133
6694,1964,Graduation,Married,75236,0,1,27,438,66,400,12,38,114,1,8,3,13,4,146
498,1970,Graduation,Single,30015,1,0,28,25,0,22,2,3,5,2,1,0,4,5,33
9347,1956,Master,Together,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,30
9699,1966,Graduation,Divorced,67272,0,1,12,357,35,271,28,28,14,3,6,2,12,5,129
10664,1949,Master,Widow,51529,0,1,14,400,4,35,6,0,22,2,9,1,5,8,55
5455,1971,PhD,Married,32011,1,0,89,99,0,15,2,1,5,3,2,1,4,7,30
456,1986,2n Cycle,Married,7500,1,0,96,1,11,5,4,6,9,2,2,0,3,8,30
5012,1989,Graduation,Married,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,30
7495,1948,PhD,Married,56223,0,1,72,77,28,31,16,0,4,2,2,1,5,4,30
5029,1946,Graduation,Married,18100,0,0,14,3,1,2,4,3,1,1,0,0,3,5,41
10642,1989,Graduation,Single,30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,30
2106,1974,2n Cycle,Married,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,30
10364,1959,Graduation,Divorced,23295,0,0,72,0,0,1,2,12,5,1,1,0,2,8,30
5954,1972,Master,Divorced,42618,1,0,92,76,14,74,13,5,10,2,5,0,4,8,30
1137,1964,Graduation,Single,81246,0,0,87,398,190,537,61,156,37,1,4,5,7,1,111
2541,1976,Graduation,Married,24027,1,0,7,14,7,11,11,0,5,2,2,0,3,8,30
1142,1953,PhD,Married,55707,0,1,91,208,7,82,30,66,35,2,3,2,9,3,30
2276,1955,Graduation,Single,57959,0,1,71,430,16,322,43,24,33,5,4,7,11,3,99
2807,1969,Graduation,Married,56796,0,1,24,656,38,161,62,47,37,3,8,9,7,7,168
6471,1971,Master,Single,36230,1,0,17,14,2,30,8,2,3,1,2,0,4,5,30
6131,1980,2n Cycle,Married,70829,1,1,87,141,70,106,72,19,23,2,4,2,8,3,50
6233,1976,Graduation,Married,65991,0,1,21,507,19,364,25,47,9,3,9,5,10,7,123
4148,1972,Graduation,Married,38988,1,2,90,164,24,103,12,3,42,7,5,1,6,8,30
4947,1966,2n Cycle,Single,89572,0,0,44,606,24,974,197,194,64,1,7,7,9,4,215
3225,1984,Master,Married,42207,1,0,71,116,11,72,3,17,46,4,4,1,5,6,30
7540,1952,Graduation,Married,50300,0,1,52,143,15,60,24,23,5,2,2,1,8,2,30
10648,1982,2n Cycle,Together,66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,82
1992,1964,Graduation,Married,60597,0,1,2,522,0,257,32,16,66,4,2,2,8,7,166
7851,1949,Graduation,Widow,70165,0,0,60,161,0,253,199,191,122,1,3,7,11,1,46
8594,1958,PhD,Widow,50520,0,1,25,112,0,6,2,1,14,2,3,1,3,6,30
7059,1963,Graduation,Married,80124,0,0,47,483,84,398,205,84,241,1,3,7,8,1,159
2815,1975,Graduation,Married,33183,1,0,46,7,5,39,17,15,37,2,4,0,3,7,30
2416,1969,PhD,Single,66582,0,0,83,789,25,420,16,38,0,1,2,8,9,1,206
7999,1955,PhD,Together,75261,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,385
9213,1970,Graduation,Widow,31880,1,0,13,4,1,5,2,0,3,1,1,0,2,8,30
9697,1951,Graduation,Married,53790,0,2,86,335,42,127,28,5,5,3,7,2,8,6,62
3916,1971,PhD,Together,49269,1,0,92,639,8,166,11,8,58,3,7,3,12,7,115
2021,1975,Graduation,Married,61456,0,1,47,563,76,384,84,192,89,4,6,10,13,4,133
1581,1980,Graduation,Married,37406,1,0,18,2,0,8,2,2,3,1,1,0,2,8,46
564,1981,PhD,Together,56937,1,0,81,746,8,125,11,8,8,7,8,6,9,6,140
6619,1978,Graduation,Married,38415,1,1,91,22,1,13,4,0,4,2,1,0,3,7,31
9081,1988,Graduation,Single,20518,1,0,58,4,1,6,4,1,9,1,1,1,2,5,33
178,1956,Graduation,Married,62503,0,1,40,478,0,193,110,75,117,4,8,3,11,5,115
916,1972,PhD,Single,41644,1,1,67,20,3,4,2,0,2,2,1,0,3,3,30
5512,1977,Master,Married,55842,0,1,19,451,0,39,0,4,24,1,7,1,8,5,107
8970,1972,PhD,Married,62010,0,1,93,371,22,39,6,0,92,4,6,2,7,5,154
10581,1977,Graduation,Married,41124,1,0,41,281,7,84,15,0,119,7,7,3,4,8,69
5300,1973,Master,Married,38961,1,0,60,19,7,19,0,1,24,1,2,1,2,7,30
5154,1972,Master,Divorced,37760,1,0,54,26,3,13,2,10,0,1,2,0,3,6,30
8346,1974,Graduation,Single,32233,1,0,26,138,15,35,25,11,72,2,6,2,2,9,30
1676,1975,Graduation,Married,43057,0,1,30,213,2,44,0,2,5,4,4,2,5,5,41
9286,1960,Master,Together,83151,0,0,93,407,28,100,120,74,18,1,5,9,4,3,120
2426,1964,PhD,Divorced,78825,0,0,35,483,74,114,169,37,18,1,5,10,13,3,124
5172,1976,Master,Together,65104,0,1,4,738,0,232,13,20,50,2,3,5,7,7,179
5562,1974,Graduation,Married,60093,0,1,92,502,12,109,16,6,90,2,7,2,10,6,99
3436,1969,Graduation,Married,14045,1,0,24,11,0,5,2,1,1,1,1,0,3,7,34
3921,1952,2n Cycle,Widow,28457,0,0,96,24,1,108,29,29,14,1,4,1,4,8,30
3403,1958,PhD,Together,78952,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,370
22,1976,Graduation,Divorced,46310,1,0,99,185,2,88,15,5,14,2,6,1,5,8,64
10965,1955,Graduation,Together,76005,0,0,72,983,20,389,240,50,40,1,3,5,13,6,301
9426,1964,Master,Single,58308,0,1,77,691,0,69,10,0,130,4,2,6,3,8,144
6605,1944,PhD,Divorced,55614,0,0,85,504,13,131,8,0,26,1,9,4,6,7,143
3136,1962,Master,Divorced,59432,0,1,88,317,25,265,25,19,12,3,5,3,11,5,86
8737,1978,Graduation,Divorced,55563,0,1,22,29,1,9,2,0,2,1,2,0,3,3,30
11088,1971,PhD,Together,78642,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,436
716,1949,PhD,Together,67911,0,1,63,529,0,356,63,28,0,3,6,7,11,3,126
466,1944,Graduation,Married,65275,0,0,9,388,14,218,91,14,21,1,4,3,13,2,74
9135,1950,Graduation,Together,27203,1,1,92,13,2,21,4,0,24,2,1,1,2,8,30
10623,1961,Master,Together,48330,0,1,2,28,0,4,0,0,0,1,1,0,3,5,44
8151,1990,Basic,Married,24279,0,0,6,16,36,21,20,62,108,1,4,1,3,8,30
5140,1985,PhD,Married,64355,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,281
10160,1956,Master,Together,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,30
4945,1953,Graduation,Widow,53653,0,0,29,815,10,239,28,10,108,2,10,4,12,6,165
10584,1976,Graduation,Married,65665,0,1,77,225,162,387,106,36,29,1,5,10,8,3,47
6071,1989,Graduation,Single,81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,143
3386,1992,Graduation,Married,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,30
8939,1959,Graduation,Divorced,61250,0,1,49,382,138,65,60,26,59,6,5,2,12,5,77
9925,1981,PhD,Together,39665,1,0,97,127,1,56,0,1,31,3,4,2,3,7,30
4320,1979,Graduation,Single,60152,0,1,6,325,83,300,86,58,91,1,6,4,12,3,77
5389,1964,Graduation,Married,48920,0,2,93,238,17,68,8,10,6,3,6,2,5,7,42
6036,1959,Master,Together,89120,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,398
182,1946,PhD,Together,44124,0,1,62,284,0,55,0,6,52,4,6,2,5,8,39
203,1975,Master,Single,81169,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,433
11025,1961,Graduation,Married,36443,1,1,9,65,0,46,4,3,20,4,3,1,3,8,30
10203,1990,Graduation,Single,26095,1,0,77,11,7,9,3,1,11,1,1,0,3,7,30
4607,1959,Graduation,Together,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,67
3711,1944,Master,Married,80184,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,347
3696,1965,Graduation,Divorced,30630,1,1,67,27,1,12,2,0,10,2,2,0,3,7,30
2532,1987,Master,Single,73454,0,0,95,982,73,351,56,14,175,1,2,4,6,5,300
9214,1991,Graduation,Married,42691,0,0,48,179,2,64,38,17,58,1,5,1,6,5,30
4943,1953,Graduation,Married,70503,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,400
35,1987,Graduation,Married,25545,1,0,35,32,1,64,16,12,85,3,2,2,3,6,30
2258,1986,Graduation,Married,32880,1,0,76,8,4,15,7,6,2,1,1,0,3,8,35
4322,1958,PhD,Together,77863,0,0,20,881,38,319,16,25,12,1,4,5,10,2,242
713,1977,Master,Married,50353,0,0,72,141,15,153,67,31,35,1,4,4,6,3,30
4702,1964,Graduation,Single,61839,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,253
3281,1960,PhD,Married,49154,1,1,69,206,10,67,30,27,71,6,4,1,8,6,30
702,1975,2n Cycle,Widow,47682,0,1,80,162,61,83,97,57,61,4,4,3,8,5,44
2004,1969,Graduation,Single,72679,0,1,65,619,54,260,127,54,54,1,4,7,5,1,147
4769,1977,Master,Together,57954,1,1,52,456,4,24,0,0,9,7,8,2,6,7,105
4437,1962,Graduation,Married,65316,1,1,65,112,6,92,3,9,38,2,3,2,5,4,30
8724,1982,Graduation,Single,28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,30
10741,1951,Master,Together,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,34
1991,1967,Graduation,Together,44931,0,1,0,78,0,11,0,0,7,1,2,1,3,5,30
6931,1967,Graduation,Divorced,76982,0,0,19,464,151,292,65,60,30,1,8,3,4,4,135
11096,1952,2n Cycle,Together,57247,0,1,50,99,4,32,37,54,6,2,2,1,7,2,43
304,1981,Master,Single,22944,1,0,67,19,3,19,4,5,26,3,3,0,3,7,30
3665,1977,2n Cycle,Together,25315,1,0,46,1,9,8,11,3,22,3,3,0,3,8,30
10591,1969,Graduation,Widow,43638,0,1,37,63,10,83,7,19,19,2,4,1,4,7,30
5036,1984,PhD,Single,42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,54
5547,1982,PhD,Married,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,527
7822,1976,Graduation,Together,54058,0,1,56,198,18,252,32,108,54,2,4,6,8,3,30
8541,1990,2n Cycle,Married,24683,1,0,98,8,4,10,6,7,6,2,2,0,4,5,30
10955,1964,Graduation,Widow,85620,0,0,68,416,46,925,60,107,46,1,3,6,4,1,154
4368,1980,Graduation,Married,47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,30
9671,1968,Graduation,Married,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,30
2256,1973,Master,Married,27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,30
4279,1963,2n Cycle,Single,39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,30
5371,1989,Graduation,Single,21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,30
9240,1971,PhD,Single,60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,134
9460,1963,Graduation,Married,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,30
9504,1949,Master,Married,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,65
8692,1952,Graduation,Together,43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,30
448,1978,PhD,Single,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,58
8314,1982,Graduation,Married,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,170
8420,1970,2n Cycle,Married,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,30
3174,1959,Graduation,Together,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,516
7685,1978,Graduation,Married,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,30
3179,1980,Graduation,Single,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,123
9780,1971,Master,Together,71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,151
10681,1970,2n Cycle,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,30
10232,1963,PhD,Divorced,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,58
4184,1950,PhD,Together,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,31
9120,1962,Graduation,Single,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,158
891,1951,Master,Together,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,30
10381,1979,Graduation,Single,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,35
3525,1970,Graduation,Together,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,30
6818,1974,Graduation,Married,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,30
3526,1968,PhD,Married,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,39
8181,1978,2n Cycle,Single,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,30
1029,1970,PhD,Together,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,47
7369,1981,Master,Married,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,30
2574,1977,PhD,Married,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,216
8159,1968,Graduation,Married,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,30
1160,1970,Graduation,Married,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,30
10242,1966,PhD,Together,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,30
5253,1956,Master,Together,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,55
5966,1974,PhD,Married,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,44
5314,1951,Graduation,Together,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,36
5081,1967,2n Cycle,Together,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,30
5123,1951,Master,Married,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,50
5756,1983,Graduation,Together,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,30
8036,1971,2n Cycle,Together,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,30
9058,1955,Graduation,Widow,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,329
